Objects:
7,4,0,1,1,1,0,0,0,130,0.5,1,0.625,0.875
7,5,0,1,1,1,0,0,0,130,0.75,1,0.875,0.875
7,6,0,1,1,1,0,0,0,130,0.5,0.875,0.625,0.75
7,7,0,1,1,1,0,0,0,130,0.625,0.875,0.75,0.75
7,8,0,1,1,1,0,0,0,130,0.25,1,0.375,0.875
7,9,0,1,1,1,0,0,0,130,0,0.875,0.125,0.75
8,0,0,1,1,1,0,0,0,130,0.125,1,0.25,0.875
8,1,0,1,1,1,0,0,0,130,0.375,0.75,0.5,0.625
8,2,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
8,3,0,1,1,1,0,0,0,130,0.375,0.75,0.5,0.625
8,4,0,1,1,1,0,0,0,130,0,1,0.125,0.875
8,5,0,1,1,1,0,0,0,130,0.125,1,0.25,0.875
8,6,0,1,1,1,0,0,0,130,0.875,0.875,1,0.75
8,7,0,1,1,1,0,0,0,130,0.875,1,1,0.875
8,8,0,1,1,1,0,0,0,130,0.875,1,1,0.875
8,9,0,1,1,1,0,0,0,130,0.375,1,0.5,0.875
9,0,0,1,1,1,0,0,0,130,0.25,0.75,0.375,0.625
9,1,0,1,1,1,0,0,0,130,0.25,0.875,0.375,0.75
9,2,0,1,1,1,0,0,0,130,0.75,0.875,0.875,0.75
9,3,0,1,1,1,0,0,0,130,0.875,0.75,1,0.625
9,4,0,1,1,1,0,0,0,130,0,0.875,0.125,0.75
9,5,0,1,1,1,0,0,0,130,0.5,1,0.625,0.875
9,6,0,1,1,1,0,0,0,130,0.5,1,0.625,0.875
9,7,0,1,1,1,0,0,0,130,0,0.75,0.125,0.625
9,8,0,1,1,1,0,0,0,130,0.125,1,0.25,0.875
9,9,0,1,1,1,0,0,0,130,0.125,1,0.25,0.875
2,11,0,1,1,1,0,0,0,133,0.375,0.125,0.5,0
4,11,0,1,1,1,0,0,0,134,0.5,0.375,0.625,0.25
3,11,0,1,1,1,0,0,0,135,0,0.875,0.125,0.75
5,11,0,1,1,1,0,0,0,136,0.375,0.875,0.5,0.75
7,11,0,1,1,1,0,0,0,137,0,0.125,0.125,0
6,10,0,1,1,1,0,0,0,138,0.75,0.75,0.875,0.625
6,11,0,1,1,1,0,0,0,139,0.75,1,0.875,0.875
5,10,0,1,1,1,0,0,0,140,0.625,0.125,0.75,0
4,10,0,1,1,1,0,0,0,141,0.5,0.375,0.625,0.25
3,10,0,1,1,1,0,0,0,142,0.625,0.375,0.75,0.25
2,10,0,1,1,1,0,0,0,143,0.75,0.375,0.875,0.25
7,10,0,1,1,1,0,0,0,144,0.125,0.375,0.25,0.25
Players:
10539,4.65837,5.13837,1,2,132
